Zone.Code,Zone.Name,TDS,quintile
11UBHC,Elmhurst and Watermead,1.512738509,4
11UBHD,Gatehouse,2.226115056,4
11UBHE,Great Brickhill,-2.96991831,2
11UBHF,Great Horwood,-2.953777874,2
11UBHG,Grendon Underwood,-2.787165882,2
11UBHH,Haddenham,-3.709074178,1
11UBHJ,Long Crendon,-3.05862188,1
11UBHK,Luffield Abbey,-2.449503434,2
11UBHL,Mandeville and Elm Farm,-2.108552296,2
11UBHM,Marsh Gibbon,-2.011439327,2
11UBHN,Newton Longville,-3.779805161,1
11UBHP,Oakfield,-1.853758122,2
11UBHQ,Pitstone,-2.409880274,2
11UBHR,Quainton,-3.729222921,1
11UBHS,Quarrendon,3.403188775,5
11UBHT,Southcourt,5.297579397,5
11UBHU,Steeple Claydon,-2.63040733,2
11UBHW,Stewkley,-2.91095593,2
11UBHX,Tingewick,-1.806551764,2
11UBHY,Waddesdon,-2.071134391,2
11UBHZ,Walton Court and Hawkslade,1.015486587,4
11UBJA,Weedon,-4.610164393,1
11UBJB,Wendover,-2.603115564,2
11UBJC,Wing,-2.05544589,2
11UBJD,Wingrave,-4.992545691,1
11UBJE,Winslow,-3.241292526,1
11UCGH,Amersham Common,-3.896577351,1
11UCGJ,Amersham-on-the-Hill,-0.930156973,3
11UCGK,Amersham Town,-2.104435057,2
11UCGL,Asheridge Vale and Lowndes,-0.782602715,3
11UCGM,"Ashley Green, Latimer and Chenies",-3.089824307,1
11UCGN,Austenwood,-6.007542504,1
11UCGP,"Ballinger, South Heath and Chartridge",-3.942540496,1
11UCGQ,Central,-2.754815404,2
11UCGR,Chalfont Common,-4.992942277,1
11UCGS,Chalfont St Giles,-3.723115668,1
11UCGT,Chesham Bois and Weedon Hill,-4.374874296,1
11UCGU,"Cholesbury, The Lee and Bellingdon",-4.300343787,1
11UCGW,Gold Hill,-3.431442447,1
11UCGX,Great Missenden,-1.784254881,2
11UCGY,Hilltop and Townsend,-2.919097177,2
11UCGZ,Holmer Green,-3.660611223,1
11UCHA,Little Chalfont,-1.77642216,2
11UCHB,Little Missenden,-4.401146377,1
11UCHC,Newtown,-1.211887511,3
11UCHD,Penn and Coleshill,-4.553643194,1
11UCHE,Prestwood and Heath End,-2.838414518,2
11UCHF,Ridgeway,1.628162029,4
11UCHG,St Mary's and Waterside,-0.08700076,3
11UCHH,Seer Green,-5.177776815,1
11UCHJ,Vale,0.639629675,4
11UEFX,Beaconsfield North,-3.668283429,1
11UEFY,Beaconsfield South,-1.764348324,2
11UEFZ,Beaconsfield West,-2.611858592,2
11UEGA,Burnham Beeches,-3.892256286,1
11UEGB,Burnham Church,-1.202190639,3
11UEGC,Burnham Lent Rise,-1.276203207,3
11UEGD,Denham North,-0.030047999,3
11UEGE,Denham South,-2.584270086,2
11UEGF,Dorney and Burnham South,-4.291211736,1
11UEGG,Farnham Royal,-2.705718673,2
11UEGH,Gerrards Cross East and Denham South West,-3.13598911,1
11UEGJ,Gerrards Cross North,-3.734533919,1
11UEGK,Gerrards Cross South,-5.106380754,1
11UEGL,Hedgerley and Fulmer,-1.698919838,2
11UEGM,Iver Heath,-2.303806718,2
11UEGN,Iver Village and Richings Park,-1.865990987,2
11UEGP,Stoke Poges,-3.172654657,1
11UEGQ,Taplow,-4.788065455,1
11UEGR,Wexham and Iver West,-1.726516945,2
11UFGK,Abbey,-0.186032625,3
11UFGL,Bledlow and Bradenham,-1.90538301,2
11UFGM,Booker and Cressex,-0.118124209,3
11UFGN,Bourne End-cum-Hedsor,-3.33864733,1
11UFGP,Bowerdean,2.701593269,4
11UFGQ,Chiltern Rise,-0.976610295,3
11UFGR,Disraeli,2.200745687,4
11UFGS,Downley and Plomer Hill,-3.417817033,1
11UFGT,Flackwell Heath and Little Marlow,-3.997784878,1
11UFGU,Greater Hughenden,-4.201534679,1
11UFGW,Greater Marlow,-3.149305096,1
11UFGX,Hambleden Valley,-3.424647878,1
11UFGY,Hazlemere North,-4.390008545,1
11UFGZ,Hazlemere South,-3.191543888,1
11UFHA,Icknield,-3.897158709,1
11UFHB,"Lacey Green, Speen and the Hampdens",-3.95871005,1
11UFHC,Marlow North and West,-2.84374444,2
11UFHD,Marlow South East,-2.320899192,2
11UFHE,Micklefield,2.749225011,4
11UFHF,Oakridge and Castlefield,5.647427854,5
11UFHG,Ryemead,0.220241582,4
11UFHH,Sands,0.510770174,4
11UFHJ,Stokenchurch and Radnage,-1.937298939,2
11UFHK,Terriers and Amersham Hill,0.1825004,3
11UFHL,Totteridge,0.507859766,4
11UFHM,The Risboroughs,-2.342950512,2
11UFHN,The Wooburns,-2.161574808,2
11UFHP,Tylers Green and Loudwater,-3.647879124,1
12UBFQ,Abbey,3.32270895,5
12UBFR,Arbury,3.151225063,5
12UBFS,Castle,0.147606608,3
12UBFT,Cherry Hinton,-0.098851176,3
12UBFU,Coleridge,1.729656775,4
12UBFW,East Chesterton,3.438248619,5
12UBFX,King's Hedges,3.518355717,5
12UBFY,Market,3.917535442,5
12UBFZ,Newnham,1.310121673,4
12UBGA,Petersfield,2.377525868,4
12UBGB,Queen Edith's,-0.838493599,3
12UBGC,Romsey,1.499990805,4
12UBGD,Trumpington,1.916715963,4
12UBGE,West Chesterton,1.914888013,4
12UCFU,Bottisham,-2.66388583,2
12UCFW,Burwell,-2.51953331,2
12UCFX,Cheveley,-2.41076972,2
12UCFY,Downham Villages,-2.548175874,2
12UCFZ,Dullingham Villages,-1.705055386,2
12UCGA,Ely East,-0.415216347,3
12UCGB,Ely North,-0.629393784,3
12UCGC,Ely South,-2.002302003,2
12UCGD,Ely West,-0.068269126,3
12UCGE,Fordham Villages,-1.257443857,3
12UCGF,Haddenham,-2.909606828,2
12UCGG,Isleham,-3.433057641,1
12UCGH,Littleport East,-1.049771299,3
12UCGJ,Littleport West,1.274247987,4
12UCGK,Soham North,-2.446514215,2
12UCGL,Soham South,-0.496538759,3
12UCGM,Stretham,-2.121257046,2
12UCGN,Sutton,-2.42612488,2
12UCGP,The Swaffhams,-1.671529998,2
12UDGC,Bassenhally,-5.198730922,1
12UDGD,"Benwick, Coates and Eastrea",-2.502692285,2
12UDGE,Birch,-1.448140356,3
12UDGF,Clarkson,1.479338493,4
12UDGG,Delph,-4.140068743,1
12UDGH,Doddington,-2.631246872,2
12UDGJ,Elm and Christchurch,-1.14085224,3
12UDGK,Hill,-0.539068137,3
12UDGL,Kingsmoor,-0.216158295,3
12UDGM,Kirkgate,-0.927999537,3
12UDGN,Lattersey,-0.998038323,3
12UDGP,Manea,-1.30549323,3
12UDGQ,March East,0.445514268,4
12UDGR,March North,-1.279197933,3
12UDGS,March West,-1.429282861,3
12UDGT,Medworth,0.868811839,4
12UDGU,Parson Drove and Wisbech St Mary,-1.0172287,3
12UDGW,Peckover,-0.457547856,3
12UDGX,Roman Bank,-1.967935643,2
12UDGY,St Andrews,-3.297214684,1
12UDGZ,St Marys,-1.666844814,2
12UDHA,Slade Lode,-1.417324586,3
12UDHB,Staithe,2.255972886,4
12UDHC,The Mills,-1.90391875,2
12UDHD,Waterlees,2.862314913,5
12UDHE,Wenneye,-2.000411189,2
12UDHF,Wimblington,-3.047497834,1
12UEGM,Alconbury and The Stukeleys,-2.650090076,2
12UEGN,Brampton,-2.246880243,2
12UEGP,Buckden,-3.155834787,1
12UEGQ,Earith,-4.016048406,1
12UEGR,Ellington,-4.428069497,1
12UEGS,Elton and Folksworth,-3.215700512,1
12UEGT,Fenstanton,-3.514297877,1
12UEGU,Godmanchester,-2.441093774,2
12UEGW,Gransden and The Offords,-3.345113373,1
12UEGX,Huntingdon East,-1.047675355,3
12UEGY,Huntingdon North,4.356842252,5
12UEGZ,Huntingdon West,-2.18515157,2
12UEHA,Kimbolton and Staughton,-3.537918136,1
12UEHB,Little Paxton,-4.728861385,1
12UEHC,Ramsey,-1.191820124,3
12UEHD,St Ives East,-3.103139352,1
12UEHE,St Ives South,-0.999226139,3
12UEHF,St Ives West,-2.243680354,2
12UEHG,St Neots Eaton Ford,-4.412858891,1
12UEHH,St Neots Eaton Socon,-0.347151649,3
12UEHJ,St Neots Eynesbury,-0.152082743,3
12UEHK,St Neots Priory Park,-1.091727203,3
12UEHL,Sawtry,-3.707539396,1
12UEHM,Somersham,-3.986113107,1
12UEHN,Stilton,-3.50307417,1
12UEHP,The Hemingfords,-3.430445356,1
12UEHQ,Upwood and The Raveleys,-2.643395992,2
12UEHR,Warboys and Bury,-2.689736611,2
12UEHS,Yaxley and Farcet,-2.661903956,2
12UGGW,Balsham,-3.885418698,1
12UGGX,Bar Hill,-4.134054732,1
12UGGY,Barton,-2.404803188,2
12UGGZ,Bassingbourn,-1.895245064,2
12UGHA,Bourn,-3.023307086,1
12UGHB,Caldecote,-4.535582516,1
12UGHC,Comberton,-2.927958075,2
12UGHD,Cottenham,-3.403940512,1
12UGHE,Duxford,-2.590339848,2
12UGHF,Fowlmere and Foxton,-4.027792851,1
12UGHG,Fulbourn,-1.427278851,3
12UGHH,Gamlingay,-3.385258924,1
12UGHJ,Girton,-3.904421642,1
12UGHK,Hardwick,-4.233794541,1
12UGHL,Harston and Hauxton,-3.374533785,1
12UGHM,Haslingfield and The Eversdens,-3.367583716,1
12UGHN,Histon and Impington,-2.081882207,2
12UGHP,Linton,-3.170952621,1
12UGHQ,Longstanton,-3.93749735,1
12UGHR,Melbourn,-2.588360504,2
12UGHS,Meldreth,-1.548968551,3
12UGHT,Milton,-2.417778208,2
12UGHU,Orwell and Barrington,-3.016135474,1
12UGHW,Papworth and Elsworth,-2.872299758,2
12UGHX,Sawston,-2.695894567,2
12UGHY,Swavesey,-4.956030293,1
12UGHZ,Teversham,-0.69844913,3
12UGJA,The Abingtons,-3.081878617,1
12UGJB,The Mordens,-3.96912976,1
12UGJC,The Shelfords and Stapleford,-2.553331763,2
12UGJD,The Wilbrahams,-2.94490992,2
12UGJE,Waterbeach,-2.445505057,2
12UGJF,Whittlesford,-4.175343253,1
12UGJG,Willingham and Over,-4.033870964,1
13UBGE,Barrow,-1.532488108,3
13UBGF,Blacon Hall,4.21153552,5
13UBGG,Blacon Lodge,5.176932656,5
13UBGH,Boughton,2.081544704,4
13UBGJ,Boughton Heath,-3.638964403,1
13UBGK,Christleton,-4.297453197,1
13UBGL,City & St Anne's,2.858982153,5
13UBGM,College,0.768096602,4
13UBGN,Curzon & Westminster,-3.959034674,1
13UBGP,Dodleston,-3.379735014,1
13UBGQ,Elton,-2.192378449,2
13UBGR,Farndon,-3.409508993,1
13UBGS,Handbridge & St Mary's,-0.942926851,3
13UBGT,Hoole All Saints,-0.11299977,3
13UBGU,Hoole Groves,0.080801562,3
13UBGW,Huntington,-5.073603214,1
13UBGX,Kelsall,-3.908612737,1
13UBGY,Lache Park,2.351834542,4
13UBGZ,Malpas,-2.837707835,2
13UBHA,Mickle Trafford,-5.453401191,1
13UBHB,Mollington,-2.194048031,2
13UBHC,Newton Brook,-1.497581991,3
13UBHD,Newton St Michaels,1.114109306,4
13UBHE,Saughall,-3.185536017,1
13UBHF,Tarvin,-3.817123183,1
13UBHG,Tattenhall,-2.37359056,2
13UBHH,Tilston,-3.939621649,1
13UBHJ,Upton Grange,-2.48099437,2
13UBHK,Upton Westlea,0.519186607,4
13UBHL,Vicars Cross,-2.870436107,2
13UBHM,Waverton,-3.707204128,1
13UCFU,Alsager Central,-5.137641397,1
13UCFW,Alsager East,0.137460891,3
13UCFX,Alsager West,-2.910349932,2
13UCFY,Astbury,-3.551386596,1
13UCFZ,Brereton,-3.95331967,1
13UCGA,Buglawton,-1.897474766,2
13UCGB,Congleton Central,-1.2937274,3
13UCGC,Congleton North,3.692134412,5
13UCGD,Congleton North West,-1.865839159,2
13UCGE,Congleton South,-4.797397277,1
13UCGF,Congleton West,-3.383855529,1
13UCGG,Dane Valley,-4.016355004,1
13UCGH,Holmes Chapel,-3.814823401,1
13UCGJ,Lawton,-3.94088198,1
13UCGK,Middlewich Cledford,-2.003276815,2
13UCGL,Middlewich Kinderton,-2.96523876,2
13UCGM,Odd Rode,-2.816291572,2
13UCGN,Sandbach East,-0.609450397,3
13UCGP,Sandbach North,-2.984380418,1
13UCGQ,Sandbach West,-3.306795054,1
13UDGD,Acton,-4.342441254,1
13UDGE,Alexandra,2.249389763,4
13UDGF,Audlem,-3.386665639,1
13UDGG,Barony Weaver,1.382853785,4
13UDGH,Birchin,-2.87192197,2
13UDGJ,Bunbury,-1.687308447,2
13UDGK,Coppenhall,2.8281164,5
13UDGL,Delamere,2.368199841,4
13UDGM,Englesea,-3.123068027,1
13UDGN,Grosvenor,5.056856704,5
13UDGP,Haslington,-4.03426003,1
13UDGQ,Leighton,-3.721569717,1
13UDGR,Maw Green,3.940744819,5
13UDGS,Minshull,-3.005920766,1
13UDGT,Peckforton,-2.403392166,2
13UDGU,St Barnabas,4.813953239,5
13UDGW,St John's,1.162471493,4
13UDGX,St Mary's,-4.666651136,1
13UDGY,Shavington,-3.594285586,1
13UDGZ,Valley,1.387952928,4
13UDHA,Waldron,-2.898793822,2
13UDHB,Wellington,-2.305215698,2
13UDHC,Wells Green,-6.157418111,1
13UDHD,Willaston,-4.566285202,1
13UDHE,Wistaston Green,-0.318793004,3
13UDHF,Wrenbury,-3.806041978,1
13UDHG,Wybunbury,-4.330900228,1
13UEFU,Burton & Ness,-4.187690026,1
13UEFW,Central,3.945586031,5
13UEFX,Grange,5.441446777,5
13UEFY,Groves,-3.803105833,1
13UEFZ,Ledsham,-4.318309637,1
13UEGA,Little Neston,-1.757745163,2
13UEGB,Neston,2.905428148,5
13UEGC,Parkgate,-4.242256661,1
13UEGD,Pooltown,2.297944134,4
13UEGE,Rivacre,3.452400853,5
13UEGF,Riverside,-3.42571625,1
13UEGG,Rossmore,0.153866112,3
13UEGH,Stanlow & Wolverham,5.964672629,5
13UEGJ,Strawberry Fields,-5.020307355,1
13UEGK,Sutton,-1.118370718,3
13UEGL,Sutton Green & Manor,-5.026171707,1
13UEGM,Westminster,5.601374801,5
13UEGN,Whitby,-4.151695502,1
13UEGP,Willaston & Thornton,-3.781161923,1
13UGGN,Alderley Edge,-3.254356388,1
13UGGP,Bollington Central,-2.681017,2
13UGGQ,Bollington East,-2.704608553,2
13UGGR,Bollington West,-1.844418674,2
13UGGS,Chelford,-3.310736731,1
13UGGT,Dean Row,-4.403882526,1
13UGGU,Disley & Lyme Handley,-3.140096204,1
13UGGW,Fulshaw,-4.60211001,1
13UGGX,Gawsworth,-3.850015166,1
13UGGY,Handforth,1.07727611,4
13UGGZ,Henbury,-3.797258593,1
13UGHA,High Legh,-3.976878525,1
13UGHB,Hough,-3.279711285,1
13UGHC,Knutsford Bexton,-4.159848535,1
13UGHD,Knutsford Nether,-1.620215116,2
13UGHE,Knutsford Norbury Booths,-6.432680139,1
13UGHF,Knutsford Over,0.814212304,4
13UGHG,Lacey Green,1.354379839,4
13UGHH,Macclesfield Bollinbrook,-3.622708343,1
13UGHJ,Macclesfield Broken Cross,-1.568923767,3
13UGHK,Macclesfield Central,-0.783516633,3
13UGHL,Macclesfield East,-1.347572927,3
13UGHM,Macclesfield Hurdsfield,1.857743915,4
13UGHN,Macclesfield Ivy,-5.15185244,1
13UGHP,Macclesfield Ryles,-2.282941677,2
13UGHQ,Macclesfield South,2.94239594,5
13UGHR,Macclesfield Tytherington,-4.366511086,1
13UGHS,Macclesfield West,2.137875948,4
13UGHT,Mere,-1.617416952,2
13UGHU,Mobberley,-2.86746308,2
13UGHW,Morley & Styal,-4.630983629,1
13UGHX,Plumley,-4.572396699,1
13UGHY,Poynton Central,-3.754950101,1
13UGHZ,Poynton East,-5.038786926,1
13UGJA,Poynton West,-4.360934519,1
13UGJB,Prestbury,-5.368512776,1
13UGJC,Rainow,-4.232324649,1
13UGJD,Sutton,-3.299691642,1
13UHGP,Barnton,-0.801248425,3
13UHGQ,Cogshall,-4.030281399,1
13UHGR,Cuddington & Oakmere,-3.053961398,1
13UHGS,Davenham & Moulton,-2.815524909,2
13UHGT,Forest,-4.311496382,1
13UHGU,Frodsham North,-1.232055727,3
13UHGW,Frodsham South,-4.470341381,1
13UHGX,Hartford & Whitegate,-4.634290132,1
13UHGY,Helsby,-3.317010469,1
13UHGZ,Kingsley,-2.981267168,1
13UHHA,Leftwich & Kingsmead,-1.993848229,2
13UHHB,Lostock & Wincham,-2.230879867,2
13UHHC,Mara,-2.599974704,2
13UHHD,Milton Weaver,-4.148315365,1
13UHHE,Northwich Castle,0.609490666,4
13UHHF,Northwich Winnington,-1.656185362,2
13UHHG,Northwich Witton,1.568014998,4
13UHHH,Rudheath & South Witton,-0.928215723,3
13UHHJ,Seven Oaks & Marston,-3.603939797,1
13UHHK,Shakerley,-4.079336907,1
13UHHL,Tarporley & Oulton,-3.121945677,1
13UHHM,Weaverham,0.913231309,4
13UHHN,Winsford Dene,0.87919852,4
13UHHP,Winsford Gravel,-1.24129546,3
13UHHQ,Winsford Over,3.594154568,5
13UHHR,Winsford Swanlow,0.3109726,4
13UHHS,Winsford Verdin,1.795568174,4
13UHHT,Winsford Wharton,2.573708675,4
15UBGH,Callington,-1.106648015,3
15UBGJ,Calstock,-1.86871111,2
15UBGK,Deviock and Sheviock,-2.307500679,2
15UBGL,Dobwalls and District,-1.363246039,3
15UBGM,"Duloe, Lansallos and Pelynt",-1.161511511,3
15UBGN,Landrake and St Dominick,-3.605782411,1
15UBGP,Lanteglos and St Veep,-0.694779755,3
15UBGQ,Liskeard North,0.704391092,4
15UBGR,Liskeard South,1.157581891,4
15UBGS,Looe and St Martin,0.631072616,4
15UBGT,Lynher,-3.490400958,1
15UBGU,Menheniot and St Ive,-1.577656772,3
15UBGW,Millbrook,0.611088131,4
15UBGX,Rame Peninsula,-0.78109299,3
15UBGY,St Cleer and St Neot,-2.187219643,2
15UBGZ,St Germans,-1.70439134,2
15UBHA,Saltash Burraton,-2.067075857,2
15UBHB,Saltash Essa,-0.300370951,3
15UBHC,Saltash Pill,-0.153152744,3
15UBHD,Saltash St Stephens,-3.279203064,1
15UBHE,Torpoint East,1.346162218,4
15UBHF,Torpoint West,-2.955135356,2
15UCFX,Arwenack,0.716257223,4
15UCFY,Boscawen,0.880903381,4
15UCFZ,Boslowick,-1.787799654,2
15UCGA,Carland,-1.846085966,2
15UCGB,Feock and Kea,-2.938238225,2
15UCGC,Kenwyn and Chacewater,-1.243013071,3
15UCGD,Moresk,-0.895020169,3
15UCGE,Mount Hawke,-0.900049092,3
15UCGF,Mylor,-1.622521173,2
15UCGG,Newlyn and Goonhavern,-2.080272752,2
15UCGH,Penryn,1.543456284,4
15UCGJ,Penwerris,3.896841196,5
15UCGK,Perranporth,0.322834211,4
15UCGL,Probus,-1.821791077,2
15UCGM,Roseland,-0.227463469,3
15UCGN,St Agnes,-0.935410493,3
15UCGP,Tregolls,2.588491679,4
15UCGQ,Trehaverne and Gloweth,0.979571776,4
15UCGR,Trescobeas,1.997158967,4
15UDFZ,Breage and Crowan,-1.713876336,2
15UDGA,Camborne North,1.726614859,4
15UDGB,Camborne South,1.851398945,4
15UDGC,Camborne West,2.137230467,4
15UDGD,"Constantine, Gweek and Mawnan",-1.672481257,2
15UDGE,Grade-Ruan and Landewednack,-1.253639012,3
15UDGF,Helston North,-2.772358039,2
15UDGG,Helston South,2.17265872,4
15UDGH,Illogan North,-0.731289483,3
15UDGJ,Illogan South,0.592828023,4
15UDGK,Mabe and Budock,-2.207500282,2
15UDGL,Meneage,-1.938610317,2
15UDGM,Mullion,-0.743727269,3
15UDGN,Porthleven and Sithney,-0.473397286,3
15UDGP,Redruth North,3.275287443,5
15UDGQ,Redruth South,-1.095593569,3
15UDGR,"St Day, Lanner and Carharrack",-0.793244496,3
15UDGS,St Keverne,-1.697201279,2
15UDGT,Stithians,-2.451230308,2
15UDGU,Wendron,-1.877234267,2
15UEGE,Allan,-2.198003147,2
15UEGF,Altarnun,-2.30177649,2
15UEGG,Blisland and St Breward,-2.073036718,2
15UEGH,Bodmin St Mary's,1.913982557,4
15UEGJ,Bodmin St Petroc,1.201542172,4
15UEGK,Bude,1.290947401,4
15UEGL,Camelford,0.668135607,4
15UEGM,Camelot,-0.942402093,3
15UEGN,Grenville,-1.517981655,3
15UEGP,Lanivet,-1.697525448,2
15UEGQ,Launceston,0.631171745,4
15UEGR,Marhamchurch,-1.702219451,2
15UEGS,North Petherwin,-2.39059186,2
15UEGT,Padstow and District,-0.538022774,3
15UEGU,Poughill and Stratton,-0.281927372,3
15UEGW,St Endellion and St Kew,-1.240559836,3
15UEGX,St Minver,-1.230044963,3
15UEGY,South Petherwin,-2.504554469,2
15UEGZ,Stokeclimsland,-4.156199609,1
15UEHA,Tremaine,-2.645764886,2
15UEHB,Valency,-1.990815694,2
15UEHC,Wadebridge,-0.185298917,3
15UEHD,Week St Mary and Whitstone,-1.502662894,3
15UFFS,Goldsithney,-0.535848376,3
15UFFT,Gulval and Heamoor,1.039504455,4
15UFFU,"Gwinear, Gwithian and Hayle East",-0.222428004,3
15UFFW,Hayle North,0.024341135,3
15UFFX,Hayle South,1.905798087,4
15UFFY,Lelant and Carbis Bay,-1.369001595,3
15UFFZ,Ludgvan and Towednack,-1.894307597,2
15UFGA,Madron and Zennor,1.509685708,4
15UFGB,Marazion and Perranuthnoe,1.306551912,4
15UFGC,"Morvah, Pendeen and St Just",0.968544629,4
15UFGD,Penzance Central,4.22563588,5
15UFGE,Penzance East,4.671512544,5
15UFGF,Penzance Promenade,2.399601973,4
15UFGG,Penzance South,1.373297047,4
15UFGH,St Buryan,-0.14701935,3
15UFGJ,St Erth and St Hilary,-0.051450419,3
15UFGK,St Ives North,3.193292456,5
15UFGL,St Ives South,0.505576616,4
15UGFU,Bethel,-1.53100899,3
15UGFW,Crinnis,-4.053711388,1
15UGFX,Edgcumbe North,1.5710596,4
15UGFY,Edgcumbe South,0.621578339,4
15UGFZ,Fowey and Tywardreath,-0.905912266,3
15UGGA,Gannel,2.222952799,4
15UGGB,Gover,0.892440518,4
15UGGC,Lostwithiel,-0.812344599,3
15UGGD,Mevagissey,-1.182925089,3
15UGGE,Mount Charles,0.22110563,4
15UGGF,Poltair,2.004659311,4
15UGGG,Rialton,0.682388336,4
15UGGH,Rock,0.201370729,3
15UGGJ,St Blaise,0.213731071,3
15UGGK,St Columb,0.188237454,3
15UGGL,St Enoder,-0.751045983,3
15UGGM,St Ewe,-2.805663166,2
15UGGN,St Stephen,0.057991069,3
15UGGP,Treverbyn,-0.351372752,3
15UHFB,St. Agnes,5.006337132,5
15UHFC,St. Martin's,4.338950426,5
15UHFD,St. Mary's,1.954707824,4
15UHFE,Tresco,3.975360993,5
16UBGM,All Saints,-0.932844285,3
16UBGN,Aspatria,1.084968099,4
16UBGP,Boltons,-1.948831496,2
16UBGQ,Broughton St Bridget's,-2.711079677,2
16UBGR,Christchurch,-1.258601562,3
16UBGS,Clifton,1.864250183,4
16UBGT,Crummock,-3.512830205,1
16UBGU,Dalton,-3.480761968,1
16UBGW,Derwent Valley,-3.130436538,1
16UBGX,Ellen,-1.541976083,3
16UBGY,Ellenborough,2.295410773,4
16UBGZ,Ewanrigg,5.502216598,5
16UBHA,Flimby,2.718016577,4
16UBHB,Harrington,-3.593753568,1
16UBHC,Holme,0.025501277,3
16UBHD,Keswick,-0.566240569,3
16UBHE,Marsh,-3.737389131,1
16UBHF,Moorclose,4.061767512,5
16UBHG,Moss Bay,6.384029442,5
16UBHH,Netherhall,1.38592049,4
16UBHJ,St John's,-1.225943068,3
16UBHK,St Michael's,3.14554858,5
16UBHL,Seaton,-1.735305092,2
16UBHM,Silloth,0.088341994,3
16UBHN,Solway,-3.099564946,1
16UBHP,Stainburn,-4.826027554,1
16UBHQ,Wampool,-3.035969929,1
16UBHR,Warnell,-3.485136455,1
16UBHS,Waver,-2.393671582,2
16UBHT,Wharrels,-2.58005983,2
16UBHU,Wigton,0.241397295,4
16UCFP,Barrow Island,4.820817937,5
16UCFQ,Central,5.86268955,5
16UCFR,Dalton North,-1.889258461,2
16UCFS,Dalton South,-0.505925978,3
16UCFT,Hawcoat,-4.134196416,1
16UCFU,Hindpool,5.361006006,5
16UCFW,Newbarns,0.583077087,4
16UCFX,Ormsgill,3.824458024,5
16UCFY,Parkside,-1.154512347,3
16UCFZ,Risedale,2.805713772,5
16UCGA,Roosecote,-1.636138578,2
16UCGB,Walney North,0.968924364,4
16UCGC,Walney South,-0.37773738,3
16UDGA,Belah,-1.424046808,3
16UDGB,Belle Vue,1.157213225,4
16UDGC,Botcherby,4.238774852,5
16UDGD,Brampton,-0.026017424,3
16UDGE,Burgh,-3.857406329,1
16UDGF,Castle,3.73016031,5
16UDGG,Currock,2.252452475,4
16UDGH,Dalston,-2.410090602,2
16UDGJ,Denton Holme,1.76063196,4
16UDGK,Great Corby and Geltsdale,-4.271056208,1
16UDGL,Harraby,1.263173008,4
16UDGM,Hayton,-2.758758894,2
16UDGN,Irthing,-2.991674273,1
16UDGP,Longtown & Rockcliffe,-0.567227152,3
16UDGQ,Lyne,-3.52269219,1
16UDGR,Morton,2.881464494,5
16UDGS,St Aidans,1.494469936,4
16UDGT,Stanwix Rural,-2.838529221,2
16UDGU,Stanwix Urban,-3.141395754,1
16UDGW,Upperby,4.502618049,5
16UDGX,Wetheral,-4.345763453,1
16UDGY,Yewdale,-1.866933597,2
16UEGD,Arlecdon,-1.292844562,3
16UEGE,Beckermet,-0.493660248,3
16UEGF,Bootle,-1.678309887,2
16UEGG,Bransty,-1.624924447,2
16UEGH,Cleator Moor North,2.467466391,4
16UEGJ,Cleator Moor South,3.705427572,5
16UEGK,Distington,2.870196069,5
16UEGL,Egremont North,2.284390482,4
16UEGM,Egremont South,0.607242203,4
16UEGN,Ennerdale,-4.976436088,1
16UEGP,Frizington,3.183271724,5
16UEGQ,Gosforth,-3.422111966,1
16UEGR,Harbour,4.26766725,5
16UEGS,Haverigg,0.834467007,4
16UEGT,Hensingham,2.828477175,5
16UEGU,Hillcrest,-5.239048226,1
16UEGW,Holborn Hill,0.974171317,4
16UEGX,Kells,0.841192015,4
16UEGY,Millom Without,-2.168198976,2
16UEGZ,Mirehouse,4.963233198,5
16UEHA,Moresby,-2.212366001,2
16UEHB,Newtown,2.374779114,4
16UEHC,St Bees,-2.431001999,2
16UEHD,Sandwith,6.840967442,5
16UEHE,Seascale,-2.080882379,2
16UFGF,Alston Moor,0.566184375,4
16UFGG,Appleby (Appleby),0.593123477,4
16UFGH,Appleby (Bongate),-3.513918785,1
16UFGJ,Askham,-2.244565834,2
16UFGK,Brough,-2.790022223,2
16UFGL,Crosby Ravensworth,-2.678478965,2
16UFGM,Dacre,-4.61479843,1
16UFGN,Eamont,-2.692327667,2
16UFGP,Greystoke,-2.666240999,2
16UFGQ,Hartside,-2.606829593,2
16UFGR,Hesket,-4.237850726,1
16UFGS,Kirkby Stephen,-1.103870595,3
16UFGT,Kirkby Thore,-0.815577632,3
16UFGU,Kirkoswald,-3.822810884,1
16UFGW,Langwathby,-2.404285117,2
16UFGX,Lazonby,-2.140501122,2
16UFGY,Long Marton,-3.614407257,1
16UFGZ,Morland,-4.545822421,1
16UFHA,Orton with Tebay,-1.489857619,3
16UFHB,Penrith Carleton,-4.104676555,1
16UFHC,Penrith East,-1.700989794,2
16UFHD,Penrith North,-2.570242348,2
16UFHE,Penrith Pategill,1.392593624,4
16UFHF,Penrith South,-0.03112859,3
16UFHG,Penrith West,-1.491262733,3
16UFHH,Ravenstonedale,-3.692854197,1
16UFHJ,Shap,-2.679084113,2
16UFHK,Skelton,-4.813713173,1
16UFHL,Ullswater,-2.977086011,1
16UFHM,Warcop,-3.995708681,1
16UGHB,Arnside & Beetham,-3.310437854,1
16UGHC,Broughton,-3.210815299,1
16UGHD,Burneside,-0.868964075,3
